Date,AZO,BKNG,CMG,NVR,ORLY
2002-02-21,1413300,431433,,63500,418000
2002-02-22,1775300,672683,,228600,491400
2002-02-25,1927800,511767,,188800,391800
2002-02-26,1184700,334933,,161500,347600
2002-02-27,2905500,209800,,207100,680000
2002-02-28,1405700,370017,,124700,606600
2002-03-01,1496600,288433,,129200,490000
2002-03-04,1176800,619533,,141600,689400
2002-03-05,2015200,668750,,128100,851800
2002-03-06,1543800,1532033,,141600,643000
2002-03-07,1154300,702417,,119500,979600
2002-03-08,1001900,618900,,106700,935000
2002-03-11,1168200,1139600,,80800,764600
2002-03-12,1563800,542317,,63200,426400
2002-03-13,1173500,484750,,94800,542800
2002-03-14,986900,569983,,142300,279000
2002-03-15,1486600,383067,,201700,463800
2002-03-18,842400,313467,,189700,527600
2002-03-19,1301200,311383,,145200,385800
2002-03-20,1007200,229667,,155900,619400
2002-03-21,1043800,361050,,240800,388200
2002-03-22,548600,274267,,190900,467600
2002-03-25,704800,321633,,340600,897000
2002-03-26,1194800,177733,,227500,512000
2002-03-27,545200,162667,,180300,1845200
2002-03-28,531600,184100,,115400,1058800
2002-04-01,866800,261167,,116800,844800
2002-04-02,1426000,242900,,91300,955800
2002-04-03,738300,619900,,129300,1162000
2002-04-04,668700,205717,,94100,1466200
2002-04-05,884600,198683,,143400,852600
2002-04-08,583200,232150,,137600,629400
2002-04-09,825000,174100,,145700,739000
2002-04-10,566800,519800,,142900,803600
2002-04-11,809300,495383,,108200,821200
2002-04-12,607100,383183,,137900,1084600
2002-04-15,551000,476633,,150000,538000
2002-04-16,859600,299033,,202300,852400
2002-04-17,1111500,248600,,194700,1467000
2002-04-18,1975200,295067,,314000,1081600
2002-04-19,1229800,213450,,59800,985600
2002-04-22,780200,268600,,147800,1304400
2002-04-23,583200,208200,,159700,1805000
2002-04-24,746000,213867,,145900,2584000
2002-04-25,1592600,404483,,133500,2560600
2002-04-26,1383000,415117,,125200,2675200
2002-04-29,1130600,343050,,132500,575400
2002-04-30,925900,395900,,146900,1238800
2002-05-01,1212900,774100,,142400,800000
2002-05-02,1052300,1395067,,129000,467600
